dataset	background	species_i	species_j	deltaF_j	eps_ij
butyrate_Clark2021.csv		AC	BC	0	4.261275
butyrate_Clark2021.csv		AC	BY	0	1.68150833333334
butyrate_Clark2021.csv		AC	PJ	0	2.588675
butyrate_Clark2021.csv		AC	DF	0.2830875	8.7401875
butyrate_Clark2021.csv		AC	BL	0	-10.502625
butyrate_Clark2021.csv		AC	BP	0	1.654575
butyrate_Clark2021.csv		AC	BA	0	12.5927083333333
butyrate_Clark2021.csv		CC	ER	19.9075470588235	-13.0221572860963
butyrate_Clark2021.csv		CC	FP	0.383275	1.11336477272727
butyrate_Clark2021.csv		CC	AC	33.504425	-2.41987272727273
butyrate_Clark2021.csv		CC	RI	19.8913785714286	-22.649317965368
butyrate_Clark2021.csv		CC	DP	0.1525	-7.30285606060606
butyrate_Clark2021.csv		CC	BH	0	0.397110606060604
butyrate_Clark2021.csv		CC	CA	0	0.80257727272727
butyrate_Clark2021.csv		CC	PC	0.250142857142857	-0.246598917748919
butyrate_Clark2021.csv		CC	DL	0	-3.7173893939394
butyrate_Clark2021.csv		CC	CG	0	-3.89678939393939
butyrate_Clark2021.csv		CC	BF	0	-0.919089393939394
butyrate_Clark2021.csv		CC	EL	0	-2.20372272727273
butyrate_Clark2021.csv		CC	CH	0.239883333333333	-2.18537272727273
butyrate_Clark2021.csv		CC	BO	0	3.79084393939394
butyrate_Clark2021.csv		CC	BT	0	-9.97165606060606
butyrate_Clark2021.csv		CC	BU	0	0.85534393939394
butyrate_Clark2021.csv		CC	BV	0	-5.01207272727273
butyrate_Clark2021.csv		CC	BC	0	-5.2601893939394
butyrate_Clark2021.csv		CC	BY	0	4.70054393939394
butyrate_Clark2021.csv		CC	PJ	0	1.38754393939394
butyrate_Clark2021.csv		CC	DF	0.2830875	-0.119860227272728
butyrate_Clark2021.csv		CC	BL	0	-7.70052272727273
butyrate_Clark2021.csv		CC	BP	0	-1.33652272727273
butyrate_Clark2021.csv		CC	BA	0	-8.90865606060606
butyrate_Clark2021.csv		RI	ER	19.9075470588235	-26.9516422969188
butyrate_Clark2021.csv		RI	FP	0.383275	-5.45875357142857
butyrate_Clark2021.csv		RI	AC	33.504425	-27.7856464285714
butyrate_Clark2021.csv		RI	CC	16.9345227272727	-22.649317965368
butyrate_Clark2021.csv		RI	DP	0.1525	1.41092142857143
butyrate_Clark2021.csv		RI	BH	0	8.33432142857143
butyrate_Clark2021.csv		RI	CA	0	11.1351214285714
butyrate_Clark2021.csv		RI	PC	0.250142857142857	-6.43952142857143
butyrate_Clark2021.csv		RI	DL	0	-19.4447785714286
butyrate_Clark2021.csv		RI	CG	0	-3.6501119047619
butyrate_Clark2021.csv		RI	BF	0	-19.0526452380952
butyrate_Clark2021.csv		RI	EL	0	6.57642142857143
butyrate_Clark2021.csv		RI	CH	0.239883333333333	7.20588809523809
butyrate_Clark2021.csv		RI	BO	0	-14.6532785714286
butyrate_Clark2021.csv		RI	BT	0	-18.3696119047619
butyrate_Clark2021.csv		RI	BU	0	-19.8913785714286
butyrate_Clark2021.csv		RI	BV	0	-19.6264785714286
butyrate_Clark2021.csv		RI	BC	0	-19.8913785714286
butyrate_Clark2021.csv		RI	BY	0	-8.70832857142857
butyrate_Clark2021.csv		RI	PJ	0	-6.61312857142857
butyrate_Clark2021.csv		RI	DF	0.2830875	-5.65949940476191
butyrate_Clark2021.csv		RI	BL	0	-19.8913785714286
butyrate_Clark2021.csv		RI	BP	0	-14.0758285714286
butyrate_Clark2021.csv		RI	BA	0	-16.9831452380952
butyrate_Clark2021.csv		DP	ER	19.9075470588235	-2.43844705882353
butyrate_Clark2021.csv		DP	FP	0.383275	4.498425
butyrate_Clark2021.csv		DP	AC	33.504425	-6.211875
butyrate_Clark2021.csv		DP	CC	16.9345227272727	-7.30285606060606
butyrate_Clark2021.csv		DP	RI	19.8913785714286	1.41092142857143
butyrate_Clark2021.csv		DP	BH	0	NA
butyrate_Clark2021.csv		DP	CA	0	NA
butyrate_Clark2021.csv		DP	PC	0.250142857142857	NA
butyrate_Clark2021.csv		DP	DL	0	NA
butyrate_Clark2021.csv		DP	CG	0	NA
butyrate_Clark2021.csv		DP	BF	0	NA
butyrate_Clark2021.csv		DP	EL	0	NA
butyrate_Clark2021.csv		DP	CH	0.239883333333333	NA
butyrate_Clark2021.csv		DP	BO	0	NA
butyrate_Clark2021.csv		DP	BT	0	NA
butyrate_Clark2021.csv		DP	BU	0	NA
butyrate_Clark2021.csv		DP	BV	0	NA
butyrate_Clark2021.csv		DP	BC	0	NA
butyrate_Clark2021.csv		DP	BY	0	NA
butyrate_Clark2021.csv		DP	PJ	0	NA
butyrate_Clark2021.csv		DP	DF	0.2830875	NA
butyrate_Clark2021.csv		DP	BL	0	NA
butyrate_Clark2021.csv		DP	BP	0	NA
butyrate_Clark2021.csv		DP	BA	0	NA
butyrate_Clark2021.csv		BH	ER	19.9075470588235	12.6184196078431
butyrate_Clark2021.csv		BH	FP	0.383275	0.985275
butyrate_Clark2021.csv		BH	AC	33.504425	0.504041666666666
butyrate_Clark2021.csv		BH	CC	16.9345227272727	0.397110606060604
butyrate_Clark2021.csv		BH	RI	19.8913785714286	8.33432142857143
butyrate_Clark2021.csv		BH	DP	0.1525	NA
butyrate_Clark2021.csv		BH	CA	0	NA
butyrate_Clark2021.csv		BH	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BH	DL	0	NA
butyrate_Clark2021.csv		BH	CG	0	NA
butyrate_Clark2021.csv		BH	BF	0	NA
butyrate_Clark2021.csv		BH	EL	0	NA
butyrate_Clark2021.csv		BH	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BH	BO	0	NA
butyrate_Clark2021.csv		BH	BT	0	NA
butyrate_Clark2021.csv		BH	BU	0	NA
butyrate_Clark2021.csv		BH	BV	0	NA
butyrate_Clark2021.csv		BH	BC	0	NA
butyrate_Clark2021.csv		BH	BY	0	NA
butyrate_Clark2021.csv		BH	PJ	0	NA
butyrate_Clark2021.csv		BH	DF	0.2830875	NA
butyrate_Clark2021.csv		BH	BL	0	NA
butyrate_Clark2021.csv		BH	BP	0	NA
butyrate_Clark2021.csv		BH	BA	0	NA
butyrate_Clark2021.csv		CA	ER	19.9075470588235	4.40755294117647
butyrate_Clark2021.csv		CA	FP	0.383275	5.393125
butyrate_Clark2021.csv		CA	AC	33.504425	2.53224166666667
butyrate_Clark2021.csv		CA	CC	16.9345227272727	0.80257727272727
butyrate_Clark2021.csv		CA	RI	19.8913785714286	11.1351214285714
butyrate_Clark2021.csv		CA	DP	0.1525	NA
butyrate_Clark2021.csv		CA	BH	0	NA
butyrate_Clark2021.csv		CA	PC	0.250142857142857	NA
butyrate_Clark2021.csv		CA	DL	0	NA
butyrate_Clark2021.csv		CA	CG	0	NA
butyrate_Clark2021.csv		CA	BF	0	NA
butyrate_Clark2021.csv		CA	EL	0	NA
butyrate_Clark2021.csv		CA	CH	0.239883333333333	NA
butyrate_Clark2021.csv		CA	BO	0	NA
butyrate_Clark2021.csv		CA	BT	0	NA
butyrate_Clark2021.csv		CA	BU	0	NA
butyrate_Clark2021.csv		CA	BV	0	NA
butyrate_Clark2021.csv		CA	BC	0	NA
butyrate_Clark2021.csv		CA	BY	0	NA
butyrate_Clark2021.csv		CA	PJ	0	NA
butyrate_Clark2021.csv		CA	DF	0.2830875	NA
butyrate_Clark2021.csv		CA	BL	0	NA
butyrate_Clark2021.csv		CA	BP	0	NA
butyrate_Clark2021.csv		CA	BA	0	NA
butyrate_Clark2021.csv		PC	ER	19.9075470588235	-10.1187565826331
butyrate_Clark2021.csv		PC	FP	0.383275	-0.633417857142857
butyrate_Clark2021.csv		PC	AC	33.504425	0.136598809523811
butyrate_Clark2021.csv		PC	CC	16.9345227272727	-0.246598917748919
butyrate_Clark2021.csv		PC	RI	19.8913785714286	-6.43952142857143
butyrate_Clark2021.csv		PC	DP	0.1525	NA
butyrate_Clark2021.csv		PC	BH	0	NA
butyrate_Clark2021.csv		PC	CA	0	NA
butyrate_Clark2021.csv		PC	DL	0	NA
butyrate_Clark2021.csv		PC	CG	0	NA
butyrate_Clark2021.csv		PC	BF	0	NA
butyrate_Clark2021.csv		PC	EL	0	NA
butyrate_Clark2021.csv		PC	CH	0.239883333333333	NA
butyrate_Clark2021.csv		PC	BO	0	NA
butyrate_Clark2021.csv		PC	BT	0	NA
butyrate_Clark2021.csv		PC	BU	0	NA
butyrate_Clark2021.csv		PC	BV	0	NA
butyrate_Clark2021.csv		PC	BC	0	NA
butyrate_Clark2021.csv		PC	BY	0	NA
butyrate_Clark2021.csv		PC	PJ	0	NA
butyrate_Clark2021.csv		PC	DF	0.2830875	NA
butyrate_Clark2021.csv		PC	BL	0	NA
butyrate_Clark2021.csv		PC	BP	0	NA
butyrate_Clark2021.csv		PC	BA	0	NA
butyrate_Clark2021.csv		DL	ER	19.9075470588235	-12.5842137254902
butyrate_Clark2021.csv		DL	FP	0.383275	-0.033825
butyrate_Clark2021.csv		DL	AC	33.504425	9.127275
butyrate_Clark2021.csv		DL	CC	16.9345227272727	-3.7173893939394
butyrate_Clark2021.csv		DL	RI	19.8913785714286	-19.4447785714286
butyrate_Clark2021.csv		DL	DP	0.1525	NA
butyrate_Clark2021.csv		DL	BH	0	NA
butyrate_Clark2021.csv		DL	CA	0	NA
butyrate_Clark2021.csv		DL	PC	0.250142857142857	NA
butyrate_Clark2021.csv		DL	CG	0	NA
butyrate_Clark2021.csv		DL	BF	0	NA
butyrate_Clark2021.csv		DL	EL	0	NA
butyrate_Clark2021.csv		DL	CH	0.239883333333333	NA
butyrate_Clark2021.csv		DL	BO	0	NA
butyrate_Clark2021.csv		DL	BT	0	NA
butyrate_Clark2021.csv		DL	BU	0	NA
butyrate_Clark2021.csv		DL	BV	0	NA
butyrate_Clark2021.csv		DL	BC	0	NA
butyrate_Clark2021.csv		DL	BY	0	NA
butyrate_Clark2021.csv		DL	PJ	0	NA
butyrate_Clark2021.csv		DL	DF	0.2830875	NA
butyrate_Clark2021.csv		DL	BL	0	NA
butyrate_Clark2021.csv		DL	BP	0	NA
butyrate_Clark2021.csv		DL	BA	0	NA
butyrate_Clark2021.csv		CG	ER	19.9075470588235	-0.340947058823527
butyrate_Clark2021.csv		CG	FP	0.383275	0.612975
butyrate_Clark2021.csv		CG	AC	33.504425	14.7316083333333
butyrate_Clark2021.csv		CG	CC	16.9345227272727	-3.89678939393939
butyrate_Clark2021.csv		CG	RI	19.8913785714286	-3.6501119047619
butyrate_Clark2021.csv		CG	DP	0.1525	NA
butyrate_Clark2021.csv		CG	BH	0	NA
butyrate_Clark2021.csv		CG	CA	0	NA
butyrate_Clark2021.csv		CG	PC	0.250142857142857	NA
butyrate_Clark2021.csv		CG	DL	0	NA
butyrate_Clark2021.csv		CG	BF	0	NA
butyrate_Clark2021.csv		CG	EL	0	NA
butyrate_Clark2021.csv		CG	CH	0.239883333333333	NA
butyrate_Clark2021.csv		CG	BO	0	NA
butyrate_Clark2021.csv		CG	BT	0	NA
butyrate_Clark2021.csv		CG	BU	0	NA
butyrate_Clark2021.csv		CG	BV	0	NA
butyrate_Clark2021.csv		CG	BC	0	NA
butyrate_Clark2021.csv		CG	BY	0	NA
butyrate_Clark2021.csv		CG	PJ	0	NA
butyrate_Clark2021.csv		CG	DF	0.2830875	NA
butyrate_Clark2021.csv		CG	BL	0	NA
butyrate_Clark2021.csv		CG	BP	0	NA
butyrate_Clark2021.csv		CG	BA	0	NA
butyrate_Clark2021.csv		BF	ER	19.9075470588235	-4.7819137254902
butyrate_Clark2021.csv		BF	FP	0.383275	3.20535833333333
butyrate_Clark2021.csv		BF	AC	33.504425	3.788575
butyrate_Clark2021.csv		BF	CC	16.9345227272727	-0.919089393939394
butyrate_Clark2021.csv		BF	RI	19.8913785714286	-19.0526452380952
butyrate_Clark2021.csv		BF	DP	0.1525	NA
butyrate_Clark2021.csv		BF	BH	0	NA
butyrate_Clark2021.csv		BF	CA	0	NA
butyrate_Clark2021.csv		BF	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BF	DL	0	NA
butyrate_Clark2021.csv		BF	CG	0	NA
butyrate_Clark2021.csv		BF	EL	0	NA
butyrate_Clark2021.csv		BF	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BF	BO	0	NA
butyrate_Clark2021.csv		BF	BT	0	NA
butyrate_Clark2021.csv		BF	BU	0	NA
butyrate_Clark2021.csv		BF	BV	0	NA
butyrate_Clark2021.csv		BF	BC	0	NA
butyrate_Clark2021.csv		BF	BY	0	NA
butyrate_Clark2021.csv		BF	PJ	0	NA
butyrate_Clark2021.csv		BF	DF	0.2830875	NA
butyrate_Clark2021.csv		BF	BL	0	NA
butyrate_Clark2021.csv		BF	BP	0	NA
butyrate_Clark2021.csv		BF	BA	0	NA
butyrate_Clark2021.csv		EL	ER	19.9075470588235	-1.84199705882353
butyrate_Clark2021.csv		EL	FP	0.383275	-0.383275
butyrate_Clark2021.csv		EL	AC	33.504425	-0.287525000000002
butyrate_Clark2021.csv		EL	CC	16.9345227272727	-2.20372272727273
butyrate_Clark2021.csv		EL	RI	19.8913785714286	6.57642142857143
butyrate_Clark2021.csv		EL	DP	0.1525	NA
butyrate_Clark2021.csv		EL	BH	0	NA
butyrate_Clark2021.csv		EL	CA	0	NA
butyrate_Clark2021.csv		EL	PC	0.250142857142857	NA
butyrate_Clark2021.csv		EL	DL	0	NA
butyrate_Clark2021.csv		EL	CG	0	NA
butyrate_Clark2021.csv		EL	BF	0	NA
butyrate_Clark2021.csv		EL	CH	0.239883333333333	NA
butyrate_Clark2021.csv		EL	BO	0	NA
butyrate_Clark2021.csv		EL	BT	0	NA
butyrate_Clark2021.csv		EL	BU	0	NA
butyrate_Clark2021.csv		EL	BV	0	NA
butyrate_Clark2021.csv		EL	BC	0	NA
butyrate_Clark2021.csv		EL	BY	0	NA
butyrate_Clark2021.csv		EL	PJ	0	NA
butyrate_Clark2021.csv		EL	DF	0.2830875	NA
butyrate_Clark2021.csv		EL	BL	0	NA
butyrate_Clark2021.csv		EL	BP	0	NA
butyrate_Clark2021.csv		EL	BA	0	NA
butyrate_Clark2021.csv		CH	ER	19.9075470588235	6.26201960784314
butyrate_Clark2021.csv		CH	FP	0.383275	-0.623158333333333
butyrate_Clark2021.csv		CH	AC	33.504425	5.25169166666667
butyrate_Clark2021.csv		CH	CC	16.9345227272727	-2.18537272727273
butyrate_Clark2021.csv		CH	RI	19.8913785714286	7.20588809523809
butyrate_Clark2021.csv		CH	DP	0.1525	NA
butyrate_Clark2021.csv		CH	BH	0	NA
butyrate_Clark2021.csv		CH	CA	0	NA
butyrate_Clark2021.csv		CH	PC	0.250142857142857	NA
butyrate_Clark2021.csv		CH	DL	0	NA
butyrate_Clark2021.csv		CH	CG	0	NA
butyrate_Clark2021.csv		CH	BF	0	NA
butyrate_Clark2021.csv		CH	EL	0	NA
butyrate_Clark2021.csv		CH	BO	0	NA
butyrate_Clark2021.csv		CH	BT	0	NA
butyrate_Clark2021.csv		CH	BU	0	NA
butyrate_Clark2021.csv		CH	BV	0	NA
butyrate_Clark2021.csv		CH	BC	0	NA
butyrate_Clark2021.csv		CH	BY	0	NA
butyrate_Clark2021.csv		CH	PJ	0	NA
butyrate_Clark2021.csv		CH	DF	0.2830875	NA
butyrate_Clark2021.csv		CH	BL	0	NA
butyrate_Clark2021.csv		CH	BP	0	NA
butyrate_Clark2021.csv		CH	BA	0	NA
butyrate_Clark2021.csv		BO	ER	19.9075470588235	-5.57518039215686
butyrate_Clark2021.csv		BO	FP	0.383275	2.84315833333333
butyrate_Clark2021.csv		BO	AC	33.504425	8.38410833333334
butyrate_Clark2021.csv		BO	CC	16.9345227272727	3.79084393939394
butyrate_Clark2021.csv		BO	RI	19.8913785714286	-14.6532785714286
butyrate_Clark2021.csv		BO	DP	0.1525	NA
butyrate_Clark2021.csv		BO	BH	0	NA
butyrate_Clark2021.csv		BO	CA	0	NA
butyrate_Clark2021.csv		BO	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BO	DL	0	NA
butyrate_Clark2021.csv		BO	CG	0	NA
butyrate_Clark2021.csv		BO	BF	0	NA
butyrate_Clark2021.csv		BO	EL	0	NA
butyrate_Clark2021.csv		BO	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BO	BT	0	NA
butyrate_Clark2021.csv		BO	BU	0	NA
butyrate_Clark2021.csv		BO	BV	0	NA
butyrate_Clark2021.csv		BO	BC	0	NA
butyrate_Clark2021.csv		BO	BY	0	NA
butyrate_Clark2021.csv		BO	PJ	0	NA
butyrate_Clark2021.csv		BO	DF	0.2830875	NA
butyrate_Clark2021.csv		BO	BL	0	NA
butyrate_Clark2021.csv		BO	BP	0	NA
butyrate_Clark2021.csv		BO	BA	0	NA
butyrate_Clark2021.csv		BT	ER	19.9075470588235	-14.2411137254902
butyrate_Clark2021.csv		BT	FP	0.383275	0.285658333333333
butyrate_Clark2021.csv		BT	AC	33.504425	1.343575
butyrate_Clark2021.csv		BT	CC	16.9345227272727	-9.97165606060606
butyrate_Clark2021.csv		BT	RI	19.8913785714286	-18.3696119047619
butyrate_Clark2021.csv		BT	DP	0.1525	NA
butyrate_Clark2021.csv		BT	BH	0	NA
butyrate_Clark2021.csv		BT	CA	0	NA
butyrate_Clark2021.csv		BT	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BT	DL	0	NA
butyrate_Clark2021.csv		BT	CG	0	NA
butyrate_Clark2021.csv		BT	BF	0	NA
butyrate_Clark2021.csv		BT	EL	0	NA
butyrate_Clark2021.csv		BT	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BT	BO	0	NA
butyrate_Clark2021.csv		BT	BU	0	NA
butyrate_Clark2021.csv		BT	BV	0	NA
butyrate_Clark2021.csv		BT	BC	0	NA
butyrate_Clark2021.csv		BT	BY	0	NA
butyrate_Clark2021.csv		BT	PJ	0	NA
butyrate_Clark2021.csv		BT	DF	0.2830875	NA
butyrate_Clark2021.csv		BT	BL	0	NA
butyrate_Clark2021.csv		BT	BP	0	NA
butyrate_Clark2021.csv		BT	BA	0	NA
butyrate_Clark2021.csv		BU	ER	19.9075470588235	-0.828880392156861
butyrate_Clark2021.csv		BU	FP	0.383275	8.454825
butyrate_Clark2021.csv		BU	AC	33.504425	-0.829674999999995
butyrate_Clark2021.csv		BU	CC	16.9345227272727	0.85534393939394
butyrate_Clark2021.csv		BU	RI	19.8913785714286	-19.8913785714286
butyrate_Clark2021.csv		BU	DP	0.1525	NA
butyrate_Clark2021.csv		BU	BH	0	NA
butyrate_Clark2021.csv		BU	CA	0	NA
butyrate_Clark2021.csv		BU	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BU	DL	0	NA
butyrate_Clark2021.csv		BU	CG	0	NA
butyrate_Clark2021.csv		BU	BF	0	NA
butyrate_Clark2021.csv		BU	EL	0	NA
butyrate_Clark2021.csv		BU	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BU	BO	0	NA
butyrate_Clark2021.csv		BU	BT	0	NA
butyrate_Clark2021.csv		BU	BV	0	NA
butyrate_Clark2021.csv		BU	BC	0	NA
butyrate_Clark2021.csv		BU	BY	0	NA
butyrate_Clark2021.csv		BU	PJ	0	NA
butyrate_Clark2021.csv		BU	DF	0.2830875	NA
butyrate_Clark2021.csv		BU	BL	0	NA
butyrate_Clark2021.csv		BU	BP	0	NA
butyrate_Clark2021.csv		BU	BA	0	NA
butyrate_Clark2021.csv		BV	ER	19.9075470588235	-15.8405470588235
butyrate_Clark2021.csv		BV	FP	0.383275	-0.383275
butyrate_Clark2021.csv		BV	AC	33.504425	0.546275000000001
butyrate_Clark2021.csv		BV	CC	16.9345227272727	-5.01207272727273
butyrate_Clark2021.csv		BV	RI	19.8913785714286	-19.6264785714286
butyrate_Clark2021.csv		BV	DP	0.1525	NA
butyrate_Clark2021.csv		BV	BH	0	NA
butyrate_Clark2021.csv		BV	CA	0	NA
butyrate_Clark2021.csv		BV	PC	0.250142857142857	NA
butyrate_Clark2021.csv		BV	DL	0	NA
butyrate_Clark2021.csv		BV	CG	0	NA
butyrate_Clark2021.csv		BV	BF	0	NA
butyrate_Clark2021.csv		BV	EL	0	NA
butyrate_Clark2021.csv		BV	CH	0.239883333333333	NA
butyrate_Clark2021.csv		BV	BO	0	NA
butyrate_Clark2021.csv		BV	BT	0	NA
butyrate_Clark2021.csv		BV	BU	0	NA
butyrate_Clark2021.csv		BV	BC	0	NA
butyrate_Clark2021.csv		BV	BY	0	NA
butyrate_Clark2021.csv		BV	PJ	0	NA
butyrate_Clark2021.csv		BV	DF	0.2830875	NA
butyrate_Clark2021.csv		BV	BL	0	NA
butyrate_Clark2021.csv		BV	BP	0	NA
butyrate_Clark2021.csv		BV	BA	0	NA
butyrate_Clark2021.csv		BC	ER	19.9075470588235	-14.4036970588235
butyrate_Clark2021.csv		BC	FP	0.383275	-0.317641666666667
butyrate_Clark2021.csv		BC	AC	33.504425	4.261275
butyrate_Clark2021.csv		BC	CC	16.9345227272727	-5.2601893939394
butyrate_Clark2021.csv		BC	RI	19.8913785714286	-19.8913785714286
butyrate_Clark2021.csv		BC	DP	0.1525	NA
